com.photojoinerapp_apk, android.location.Location getLatitude, $d0 = virtualinvoke $r1.<android.location.Location: double getLatitude()>(), androidx.appcompat, ImmediateBox($d0) in virtualinvoke $r3.<androidx.appcompat.app.TwilightCalculator: void calculateTwilight(long__double__double)>($l1__ $d0__ $d1), 
com.photojoinerapp_apk, android.location.Location getLongitude, $d1 = virtualinvoke $r1.<android.location.Location: double getLongitude()>(), androidx.appcompat, ImmediateBox($d1) in virtualinvoke $r3.<androidx.appcompat.app.TwilightCalculator: void calculateTwilight(long__double__double)>($l1__ $d0__ $d1), 
com.player.farm.lamvuon.farming.nongtrai.farmer.hayfarm.game.bigfarmer_apk, advertisingidClient getadvertisingidInfo, $r2 = staticinvoke <com.google.android.gms.ads.identifier.AdvertisingIdClient: com.google.android.gms.ads.identifier.AdvertisingIdClient$Info getAdvertisingIdInfo(android.content.Context)>($r0), com.google.android.gms, JimpleLocalBox($r9) in specialinvoke $r9.<com.google.android.gms.ads.identifier.AdvertisingIdClient$Info: void <init>(java.lang.String__boolean)>($r10__ $z0), 
com.player.farm.lamvuon.farming.nongtrai.farmer.hayfarm.game.bigfarmer_apk, advertisingidClient getInfo, $r2 = virtualinvoke $r1.<com.google.android.gms.ads.identifier.AdvertisingIdClient: com.google.android.gms.ads.identifier.AdvertisingIdClient$Info getInfo()>(), com.google.android.gms, JimpleLocalBox($r9) in specialinvoke $r9.<com.google.android.gms.ads.identifier.AdvertisingIdClient$Info: void <init>(java.lang.String__boolean)>($r10__ $z0), 
com.PolarBearTeam.RMSingle_apk, advertisingidClient getInfo, $r4 = virtualinvoke $r3.<com.google.android.gms.ads.identifier.AdvertisingIdClient: com.google.android.gms.ads.identifier.AdvertisingIdClient$Info getInfo()>(), com.google.android.gms, JimpleLocalBox($r8) in specialinvoke $r8.<com.google.android.gms.ads.identifier.AdvertisingIdClient$Info: void <init>(java.lang.String__boolean)>($r9__ $z0), 
com.PolarBearTeam.RMSingle_apk, advertisingidClient getadvertisingidInfo, $r3 = staticinvoke <com.google.android.gms.ads.identifier.AdvertisingIdClient: com.google.android.gms.ads.identifier.AdvertisingIdClient$Info getAdvertisingIdInfo(android.content.Context)>($r2), com.google.android.gms, JimpleLocalBox($r8) in specialinvoke $r8.<com.google.android.gms.ads.identifier.AdvertisingIdClient$Info: void <init>(java.lang.String__boolean)>($r9__ $z0), 
com.portalmods.forminecraft_apk, android.location.Location getLongitude, $d0 = virtualinvoke $r4.<android.location.Location: double getLongitude()>(), org.json, ImmediateBox($d0) in virtualinvoke $r1.<org.json.JSONObject: org.json.JSONObject put(java.lang.String__double)>("lat"__ $d0), 
com.portalmods.forminecraft_apk, android.location.LocationManager getLastKnownLocation, $r10 = virtualinvoke $r1.<android.location.LocationManager: android.location.Location getLastKnownLocation(java.lang.String)>($r7), com.yandex, ImmediateBox($r10) in $z2 = staticinvoke <com.yandex.metrica.impl.ob.dw: boolean a(android.location.Location__android.location.Location__long__long)>($r10__ $r5__ $l0__ 200L), 
com.portalmods.forminecraft_apk, advertisingidClient getadvertisingidInfo, $r3 = staticinvoke <com.google.android.gms.ads.identifier.AdvertisingIdClient: com.google.android.gms.ads.identifier.AdvertisingIdClient$Info getAdvertisingIdInfo(android.content.Context)>($r4), com.google.android.gms, JimpleLocalBox($r9) in specialinvoke $r9.<com.google.android.gms.ads.identifier.AdvertisingIdClient$Info: void <init>(java.lang.String__boolean)>($r10__ $z0), 
com.portalmods.forminecraft_apk, android.location.Location getLongitude, $d0 = virtualinvoke $r4.<android.location.Location: double getLongitude()>(), com.yandex, LinkedRValueBox($d0) in $r2.<com.yandex.metrica.c$b$b: double e> = $d0, 
com.portalmods.forminecraft_apk, advertisingidClient getInfo, $r4 = virtualinvoke $r3.<com.google.android.gms.ads.identifier.AdvertisingIdClient: com.google.android.gms.ads.identifier.AdvertisingIdClient$Info getInfo()>(), com.google.android.gms, JimpleLocalBox($r9) in specialinvoke $r9.<com.google.android.gms.ads.identifier.AdvertisingIdClient$Info: void <init>(java.lang.String__boolean)>($r10__ $z0), 
com.radio.station.SMILEY.DJ_apk, android.location.Location getLatitude, $d0 = virtualinvoke $r1.<android.location.Location: double getLatitude()>(), androidx.appcompat, ImmediateBox($d0) in virtualinvoke $r3.<androidx.appcompat.app.TwilightCalculator: void calculateTwilight(long__double__double)>($l1__ $d0__ $d1), 
com.radio.station.SMILEY.DJ_apk, advertisingidClient getadvertisingidInfo, $r4 = staticinvoke <com.google.android.gms.ads.identifier.AdvertisingIdClient: com.google.android.gms.ads.identifier.AdvertisingIdClient$Info getAdvertisingIdInfo(android.content.Context)>($r3), com.google.android.gms, JimpleLocalBox($r8) in specialinvoke $r8.<com.google.android.gms.ads.identifier.AdvertisingIdClient$Info: void <init>(java.lang.String__boolean)>($r9__ $z0), 
com.radio.station.SMILEY.DJ_apk, advertisingidClient getadvertisingidInfo, $r1 = staticinvoke <com.instreamatic.adman.AdvertisingIdClient: com.instreamatic.adman.AdvertisingIdClient$Info getAdvertisingIdInfo(android.content.Context)>($r0), com.instreamatic, JimpleLocalBox($r8) in specialinvoke $r8.<com.instreamatic.adman.AdvertisingIdClient$Info: void <init>(java.lang.String__boolean)>($r9__ $z0), 
com.radio.station.SMILEY.DJ_apk, android.location.Location getLongitude, $d1 = virtualinvoke $r1.<android.location.Location: double getLongitude()>(), androidx.appcompat, ImmediateBox($d1) in virtualinvoke $r3.<androidx.appcompat.app.TwilightCalculator: void calculateTwilight(long__double__double)>($l1__ $d0__ $d1), 
com.radio.station.SMILEY.DJ_apk, advertisingidClient getInfo, $r4 = virtualinvoke $r3.<com.google.android.gms.ads.identifier.AdvertisingIdClient: com.google.android.gms.ads.identifier.AdvertisingIdClient$Info getInfo()>(), com.google.android.gms, JimpleLocalBox($r8) in specialinvoke $r8.<com.google.android.gms.ads.identifier.AdvertisingIdClient$Info: void <init>(java.lang.String__boolean)>($r9__ $z0), 
com.rallinayamz.rollingsky_apk, android.hardware.SensorManager getDefaultSensor, $r0 = virtualinvoke $r2.<android.hardware.SensorManager: android.hardware.Sensor getDefaultSensor(int)>(4), com.facebook, ImmediateBox($r0) in if $r0 != null goto $r4 = <com.facebook.ads.internal.g.a: android.hardware.SensorEventListener h>, 
com.rallinayamz.rollingsky_apk, android.hardware.SensorManager getDefaultSensor, $r0 = virtualinvoke $r2.<android.hardware.SensorManager: android.hardware.Sensor getDefaultSensor(int)>(1), com.facebook, ImmediateBox($r0) in if $r0 != null goto $r0 = <com.facebook.ads.internal.g.a: android.hardware.Sensor c>, 
com.recipe.filmrise_apk, advertisingidClient getadvertisingidInfo, $r2 = staticinvoke <com.google.android.gms.ads.identifier.AdvertisingIdClient: com.google.android.gms.ads.identifier.AdvertisingIdClient$Info getAdvertisingIdInfo(android.content.Context)>($r1), com.google.android.gms, JimpleLocalBox($r8) in specialinvoke $r8.<com.google.android.gms.ads.identifier.AdvertisingIdClient$Info: void <init>(java.lang.String__boolean)>($r9__ $z0), 
com.recipe.filmrise_apk, advertisingidClient getInfo, $r4 = virtualinvoke $r3.<com.google.android.gms.ads.identifier.AdvertisingIdClient: com.google.android.gms.ads.identifier.AdvertisingIdClient$Info getInfo()>(), com.google.android.gms, JimpleLocalBox($r8) in specialinvoke $r8.<com.google.android.gms.ads.identifier.AdvertisingIdClient$Info: void <init>(java.lang.String__boolean)>($r9__ $z0), 
com.recipe.filmrise_apk, android.location.Location getLatitude, $d0 = virtualinvoke $r1.<android.location.Location: double getLatitude()>(), androidx.appcompat, ImmediateBox($d0) in virtualinvoke $r3.<androidx.appcompat.app.TwilightCalculator: void calculateTwilight(long__double__double)>($l1__ $d0__ $d1), 
com.recipe.filmrise_apk, advertisingidClient getInfo, $r6 = virtualinvoke $r5.<com.google.android.gms.ads.identifier.AdvertisingIdClient: com.google.android.gms.ads.identifier.AdvertisingIdClient$Info getInfo()>(), com.google.android.gms, JimpleLocalBox($r8) in specialinvoke $r8.<com.google.android.gms.ads.identifier.AdvertisingIdClient$Info: void <init>(java.lang.String__boolean)>($r9__ $z0), 
com.recipe.filmrise_apk, android.location.Location getLongitude, $d1 = virtualinvoke $r1.<android.location.Location: double getLongitude()>(), androidx.appcompat, ImmediateBox($d1) in virtualinvoke $r3.<androidx.appcompat.app.TwilightCalculator: void calculateTwilight(long__double__double)>($l1__ $d0__ $d1), 
com.remmaps.thearchersvspigeongame_apk, android.location.Location getLongitude, $d0 = virtualinvoke $r5.<android.location.Location: double getLongitude()>(), org.json, ImmediateBox($d0) in virtualinvoke $r0.<org.json.JSONObject: org.json.JSONObject put(java.lang.String__double)>("latitude"__ $d0), 
com.remmaps.thearchersvspigeongame_apk, android.location.Location getLongitude, $d0 = virtualinvoke $r4.<android.location.Location: double getLongitude()>(), org.json, ImmediateBox($d0) in virtualinvoke $r0.<org.json.JSONObject: org.json.JSONObject put(java.lang.String__double)>("latitude"__ $d0), 
com.rlk.weathers_apk, advertisingidClient getadvertisingidInfo, $r3 = staticinvoke <com.google.android.gms.ads.identifier.AdvertisingIdClient: com.google.android.gms.ads.identifier.AdvertisingIdClient$Info getAdvertisingIdInfo(android.content.Context)>($r2), com.google.android.gms, JimpleLocalBox($r8) in specialinvoke $r8.<com.google.android.gms.ads.identifier.AdvertisingIdClient$Info: void <init>(java.lang.String__boolean)>($r9__ $z0), 
com.rlk.weathers_apk, android.hardware.SensorManager getDefaultSensor, $r3 = virtualinvoke $r1.<android.hardware.SensorManager: android.hardware.Sensor getDefaultSensor(int)>(1), com.facebook, ImmediateBox($r3) in if $r3 != null goto $r3 = <com.facebook.ads.redexgen.X.IK: android.hardware.Sensor F>, 
com.rlk.weathers_apk, android.hardware.SensorManager getDefaultSensor, $r3 = virtualinvoke $r1.<android.hardware.SensorManager: android.hardware.Sensor getDefaultSensor(int)>(4), com.facebook, ImmediateBox($r3) in if $r3 != null goto $r4 = <com.facebook.ads.redexgen.X.IK: android.hardware.SensorEventListener C>, 
com.rlk.weathers_apk, advertisingidClient getInfo, $r4 = virtualinvoke $r3.<com.google.android.gms.ads.identifier.AdvertisingIdClient: com.google.android.gms.ads.identifier.AdvertisingIdClient$Info getInfo()>(), com.google.android.gms, JimpleLocalBox($r8) in specialinvoke $r8.<com.google.android.gms.ads.identifier.AdvertisingIdClient$Info: void <init>(java.lang.String__boolean)>($r9__ $z0), 
com.roa.two_apk, advertisingidClient getadvertisingidInfo, $r2 = staticinvoke <com.google.android.gms.ads.identifier.AdvertisingIdClient: com.google.android.gms.ads.identifier.AdvertisingIdClient$Info getAdvertisingIdInfo(android.content.Context)>($r1), com.google.android.gms, JimpleLocalBox($r8) in specialinvoke $r8.<com.google.android.gms.ads.identifier.AdvertisingIdClient$Info: void <init>(java.lang.String__boolean)>($r9__ $z0), 
com.roa.two_apk, advertisingidClient getInfo, $r4 = virtualinvoke $r3.<com.google.android.gms.ads.identifier.AdvertisingIdClient: com.google.android.gms.ads.identifier.AdvertisingIdClient$Info getInfo()>(), com.google.android.gms, JimpleLocalBox($r8) in specialinvoke $r8.<com.google.android.gms.ads.identifier.AdvertisingIdClient$Info: void <init>(java.lang.String__boolean)>($r9__ $z0), 
com.RocketGames.Wolfpack_apk, advertisingidClient getadvertisingidInfo, $r2 = staticinvoke <com.google.android.gms.ads.identifier.AdvertisingIdClient: com.google.android.gms.ads.identifier.AdvertisingIdClient$Info getAdvertisingIdInfo(android.content.Context)>($r1), com.google.android.gms, JimpleLocalBox($r4) in specialinvoke $r4.<com.google.android.gms.ads.identifier.AdvertisingIdClient$Info: void <init>(java.lang.String__boolean)>($r5__ $z0), 
com.samsung.android.scloud_apk, android.location.Location getLongitude, $d1 = virtualinvoke $r1.<android.location.Location: double getLongitude()>(), androidx.appcompat, ImmediateBox($d1) in virtualinvoke $r3.<androidx.appcompat.app.TwilightCalculator: void calculateTwilight(long__double__double)>($l2__ $d0__ $d1), 
com.samsung.android.scloud_apk, android.location.Location getLatitude, $d0 = virtualinvoke $r1.<android.location.Location: double getLatitude()>(), androidx.appcompat, ImmediateBox($d0) in virtualinvoke $r3.<androidx.appcompat.app.TwilightCalculator: void calculateTwilight(long__double__double)>($l2__ $d0__ $d1), 
com.samsung.sree_apk, android.location.Location getLongitude, $d1 = virtualinvoke $r1.<android.location.Location: double getLongitude()>(), androidx.appcompat, ImmediateBox($d1) in virtualinvoke $r3.<androidx.appcompat.app.k: void a(long__double__double)>($l2__ $d0__ $d1), 
com.samsung.sree_apk, android.location.Location getLongitude, $d0 = virtualinvoke $r2.<android.location.Location: double getLongitude()>(), org.json, ImmediateBox($d0) in virtualinvoke $r1.<org.json.JSONObject: org.json.JSONObject put(java.lang.String__double)>("lat"__ $d0), 
com.samsung.sree_apk, android.hardware.SensorManager getDefaultSensor, $r4 = virtualinvoke $r1.<android.hardware.SensorManager: android.hardware.Sensor getDefaultSensor(int)>(1), com.facebook, ImmediateBox($r4) in if $r4 != null goto $r4 = <com.facebook.ads.redexgen.X.8j: android.hardware.Sensor A01>, 
com.samsung.sree_apk, android.location.Location getLatitude, $d0 = virtualinvoke $r1.<android.location.Location: double getLatitude()>(), androidx.appcompat, ImmediateBox($d0) in virtualinvoke $r3.<androidx.appcompat.app.k: void a(long__double__double)>($l2__ $d0__ $d1), 
com.samsung.sree_apk, android.hardware.SensorManager getDefaultSensor, $r4 = virtualinvoke $r1.<android.hardware.SensorManager: android.hardware.Sensor getDefaultSensor(int)>(4), com.facebook, ImmediateBox($r4) in if $r4 != null goto $r5 = <com.facebook.ads.redexgen.X.8j: android.hardware.SensorEventListener A02>, 
com.securenetsystems.wsks_apk, email, $r1 = staticinvoke <com.onesignal.OneSignalStateSynchronizer: com.onesignal.UserStateEmailSynchronizer getEmailStateSynchronizer()>(), com.onesignal, JimpleLocalBox($r1) in $z0 = virtualinvoke $r1.<com.onesignal.UserStateEmailSynchronizer: boolean getSyncAsNewSession()>(), 
com.securenetsystems.wsks_apk, email, $r0 = staticinvoke <com.onesignal.OneSignal: java.lang.String getEmailId()>(), com.onesignal, ImmediateBox($r0) in staticinvoke <com.onesignal.OneSignalRestClient: void post(java.lang.String__org.json.JSONObject__com.onesignal.OneSignalRestClient$ResponseHandler)>($r0__ $r4__ $r2), 
com.securenetsystems.wxtq_apk, android.location.Location getLatitude, $d0 = virtualinvoke $r1.<android.location.Location: double getLatitude()>(), androidx.appcompat, ImmediateBox($d0) in virtualinvoke $r3.<androidx.appcompat.app.TwilightCalculator: void calculateTwilight(long__double__double)>($l2__ $d0__ $d1), 
com.securenetsystems.wxtq_apk, email, $r1 = staticinvoke <com.onesignal.OneSignalStateSynchronizer: com.onesignal.UserStateEmailSynchronizer getEmailStateSynchronizer()>(), com.onesignal, JimpleLocalBox($r1) in $z0 = virtualinvoke $r1.<com.onesignal.UserStateEmailSynchronizer: boolean getSyncAsNewSession()>(), 
com.securenetsystems.wxtq_apk, android.location.Location getLongitude, $d1 = virtualinvoke $r1.<android.location.Location: double getLongitude()>(), androidx.appcompat, ImmediateBox($d1) in virtualinvoke $r3.<androidx.appcompat.app.TwilightCalculator: void calculateTwilight(long__double__double)>($l2__ $d0__ $d1), 
com.sega.comixzone_apk, advertisingidClient getadvertisingidInfo, $r7 = staticinvoke <com.mediabrix.android.AdvertisingIdClient: com.mediabrix.android.AdvertisingIdClient$AdInfo getAdvertisingIdInfo(android.content.Context)>($r5), com.mediabrix, JimpleLocalBox($r8) in specialinvoke $r8.<com.mediabrix.android.AdvertisingIdClient$AdInfo: void <init>(java.lang.String__boolean)>($r9__ $z0), 
com.sega.comixzone_apk, android.location.Location getLatitude, $d0 = virtualinvoke $r6.<android.location.Location: double getLatitude()>(), com.mediabrix, ImmediateBox($d0) in staticinvoke <com.mediabrix.android.service.MediaBrixService: void setLongitude(double)>($d0), 
com.sega.goldenaxe_apk, android.location.Location getLatitude, $d0 = virtualinvoke $r6.<android.location.Location: double getLatitude()>(), com.mediabrix, ImmediateBox($d0) in staticinvoke <com.mediabrix.android.service.MediaBrixService: void setLongitude(double)>($d0), 
